AppName,TCID,STATUS,EXEDATE,ENV|CODE|DATA|REQ
VPlan,187,Fail,05.23.19,"DEV2.0|print(""sum is"",a+b)|a=b=nan|retrive data"
VPlan,188,Pass,06.13.19,
VPlan,189,Fail,04.08.19,"PROD2.0|uname=account.get(name)|account.name=""hjkma""|Coloring"
VPlan,190,Pass,06.25.19,
VPlan,191,Pass,05.15.19,
VPlan,192,Fail,09.22.19,"PROD2.0|filename.replace(""_"","""")|filename=""solidity_tranc.sol""|replacing"
VPlan,193,Fail,07.20.19,"UAT2.0|for y,z in list:|list=(df.weight, df.shape[1])|looping"
ICGS,1,Fail,07.06.19,"DEV2.0| for x,d in tup:| tup=(data.Height, data.shape[0])|looping"
ICGS,2,Fail,09.12.19,PROD2.0|fig.shape()|fig=fg.plot(df)|vizualisation
ICGS,3,Pass,09.12.19,
ICGS,4,Fail,09.30.19,UAT2.0|if i>z|i=z|decision control
ICGS,5,Pass,09.28.19,
ICGS,6,Fail,09.11.19,"STG2.0|for i in range(0,bal)|bal=tuple(tran)|looping"
ICGS,7,Fail,09.05.19,DEV2.0|fig.show()|fig=ax.plot(data)|displaying
ICGS,8,Pass,09.21.19,
ICGS,9,Fail,06.08.19,"UAT2.0|for y,z in list:|list=(df.weight, df.shape[1])|looping"
ICGS,10,Pass,09.15.19,
ICGS,11,Pass,08.04.19,
ICGS,12,Pass,04.03.19,
ICGS,13,Pass,07.31.19,
ICGS,14,Pass,05.20.19,
ICGS,15,Fail,05.16.19,"DEV2.0|data = pd.read_csv(usecase)|usecase=""file.csv""|reading"
ICGS,16,Pass,09.08.19,
ICGS,17,Pass,05.07.19,
ICGS,18,Fail,08.15.19,"PROD2.0|filename.replace(""_"","""")|filename=""solidity_tranc.sol""|replacing"
ICGS,19,Pass,07.09.19,
ICGS,20,Pass,05.23.19,
ICGS,21,Fail,06.30.19,STG2.0|print(bal)|bal=np.nan|printing
ICGS,22,Fail,04.02.19,"UAT2.0|if name==""input"":|input=""John""|validation"
