AppName,TCID,STATUS,EXEDATE,RCA  ,Unnamed: 5
OnePlan,60,Fail,07.27.19,STG2.0|print(bal)|bal=np.nan|printing,PROD2.0
OnePlan,61,Fail,04.09.19,"STG2.0|for i in Age|i={name,age}|looping",STG2.0
OnePlan,69,Fail,08.26.19,"DEV2.0|for val in ""str1"": |str=tranc('title')|iteration",DEV2.0
OnePlan,75,Fail,06.08.19,"DEV2.0|for val in ""str1"": |str=tranc('title')|iteration",STG2.0
OnePlan,77,Pass,04.18.19,"DEV2.2|print(""sum is"",a+b)|a=b=nan|retrive data",UAT2.0
OnePlan,84,Fail,04.20.19,PROD2.0|for i in n:|i++|looping,STG2.0
OnePlan,88,Fail,05.04.19,"PROD2.0|uname=account.get(name)|account.name=""hjkma""|Coloring",PROD2.0
OnePlan,102,Pass,07.16.19,"DEV2.2| for x,d in tup:| tup=(data.Height, data.shape[0])|looping",DEV2.0
OnePlan,107,Fail,05.03.19,UAT2.0|if i<8|i=0|decision control,STG2.0
OnePlan,119,Pass,08.27.19,"STG2.2|for i,j in range()|j=dict(age)|looping",PROD2.0
OnePlan,120,Pass,08.31.19,DEV2.2|print(df)|df=address.dataframe|retrive data,STG2.0
OnePlan,122,Pass,09.01.19,"PROD2.2|data.replace(data.Name, 'NA')|Name=nan|manipulating data",DEV2.0
OnePlan,126,Pass,04.08.19,DEV2.2|print(df)|df=address.dataframe|retrive data,DEV2.0
OnePlan,137,Fail,06.21.19,"DEV2.0| for x,d in tup:| tup=(data.Height, data.shape[0])|looping",STG2.0
OnePlan,142,Pass,05.08.19,DEV2.2|fig.show()|fig=ax.plot(data)|displaying,DEV2.0
OnePlan,143,Fail,05.14.19,STG2.0| if i>5 |i=6 |decision control,UAT2.0
OnePlan,165,Pass,05.07.19,UAT2.2|while i>6|i<5|validation,UAT2.0
OnePlan,166,Fail,09.01.19,"DEV2.0|data = pd.read_csv(usecase)|usecase=""file.csv""|reading",DEV2.0
OnePlan,167,Fail,04.14.19,PROD2.0|fig.shape()|fig=fg.plot(df)|vizualisation,PROD2.0
OnePlan,169,Fail,04.12.19,UAT2.0|values=list(names)|names=set(names.keys)|retriving,DEV2.0
OnePlan,171,Fail,06.13.19,"DEV2.0|df = df[df['Android'] != np.nan]|Android={version:v,value:2}|renaming",STG2.0
OnePlan,179,Pass,08.25.19,DEV2.2|print(df)|df=address.dataframe|retrive data,PROD2.0
OnePlan,180,Fail,04.16.19,"STG2.0|for i in range(0,bal)|bal=tuple(tran)|looping",PROD2.0
OnePlan,185,Pass,05.15.19,DEV2.2|fig.show()|fig=ax.plot(data)|displaying,STG2.0
OnePlan,186,Pass,06.01.19,"UAT2.2|if key==""password"":|password=""admin""|authenticate",DEV2.0
OnePlan,187,Pass,07.09.19,"DEV2.2|plt.plot(q,r)|q,r =(t.height,t.weight)|plotting",STG2.0
OnePlan,190,Fail,07.21.19,"UAT2.0|add(balance,tranc):|balance=address.getvalue();|updating balance",DEV2.0
OnePlan,192,Pass,07.16.19,"UAT2.2| a=pd.readcsv(filename)| filename=""testcase.csv""|reading",STG2.0
VPlan,1,Fail,07.30.19,"UAT2.0|if key==""password"":|password=""admin""|authenticate",UAT2.0
VPlan,2,Fail,07.29.19,STG2.0| if i>5 |i=6 |decision control,UAT2.0
VPlan,3,Fail,08.13.19,"UAT2.0|if key==""password"":|password=""admin""|authenticate",PROD2.0
VPlan,4,Fail,06.22.19,"DEV2.0| for x,d in tup:| tup=(data.Height, data.shape[0])|looping",PROD2.0
VPlan,8,Fail,07.25.19,"DEV2.0|plt.plot(q,r)|q,r =(t.height,t.weight)|plotting",UAT2.0
VPlan,13,Fail,08.15.19,DEV2.0|print(a)|a=transaction.address|retrive data,UAT2.0
VPlan,19,Fail,06.08.19,"UAT2.0|add(balance,tranc):|balance=address.getvalue();|updating balance",UAT2.0
VPlan,21,Fail,09.22.19,"DEV2.0|print(data.[""Name""])|Name=123456|retrive data",DEV2.0
VPlan,22,Fail,08.21.19,"DEV2.0|for val in ""str1"": |str=tranc('title')|iteration",UAT2.0
VPlan,24,Fail,04.16.19,"UAT2.0|add(balance,tranc):|balance=address.getvalue();|updating balance",DEV2.0
VPlan,25,Pass,09.13.19,"DEV2.2|df = df[df['Android'] != np.nan]|Android={version:v,value:2}|renaming",DEV2.0
VPlan,26,Pass,04.29.19,"STG2.2|for i in range(0,len(book))|book=list(transactions)|looping",DEV2.0
VPlan,27,Fail,09.11.19,"DEV2.0|plt.plot(q,r)|q,r =(t.height,t.weight)|plotting",STG2.0
VPlan,31,Pass,09.05.19,DEV2.2| print(balance)|balance=np.nan| printing,STG2.0
VPlan,40,Fail,04.21.19,"PROD2.0|plt.show(x,y)|x,y=(tr.address,tr.keys)|visualising",DEV2.0
VPlan,46,Fail,05.23.19,"STG2.0|for x in range(10,len(dir))|dir=tuple(tran)|looping",PROD2.0
VPlan,48,Pass,08.04.19,"DEV2.2|df.read_csv(""bal.csv"")|bal=nan|Importing file",STG2.0
VPlan,51,Fail,05.13.19,"UAT2.0|if name==""input"":|input=""John""|validation",PROD2.0
VPlan,53,Fail,09.22.19,STG2.0|while var >! 0:  |var=balance|validation,DEV2.0
VPlan,55,Pass,05.28.19,PROD2.2|print(('python')*a)|a=name.value|retrieve data,DEV2.0
VPlan,56,Fail,09.16.19,"STG2.0|for i,j in range()|j=dict(age)|looping",PROD2.0
VPlan,62,Pass,08.16.19,"STG2.2|for i,j in range()|j=dict(age)|looping",STG2.0
VPlan,65,Pass,07.30.19,PROD2.2|Not compatible with framework version|framework version= tensorflow 1.2 |Updating,UAT2.0
VPlan,69,Fail,08.06.19,"STG2.0|for i,j in range()|j=dict(age)|looping",DEV2.0
VPlan,74,Fail,05.30.19,UAT2.0|if i>z|i=z|decision control,PROD2.0
VPlan,75,Fail,04.09.19,PROD2.0|Not compatible with framework version|framework version= tensorflow 1.2 |Updating,STG2.0
VPlan,78,Pass,08.23.19,"DEV2.2|print(data.[""Name""])|Name=123456|retrive data",DEV2.0
VPlan,81,Pass,07.12.19,"PROD2.2| pd.DataFrame(data)| data={address:a,value:12000}| initiating data frame",STG2.0
VPlan,85,Pass,05.20.19,"PROD2.2|filename.replace(""_"","""")|filename=""solidity_tranc.sol""|replacing",PROD2.0
VPlan,86,Pass,08.28.19,UAT2.2|if i<8|i=0|decision control,UAT2.0
VPlan,91,Pass,09.17.19,"UAT2.2|if key==""password"":|password=""admin""|authenticate",UAT2.0
VPlan,93,Pass,07.28.19,PROD2.2|for i in n:|i++|looping,STG2.0
VPlan,95,Pass,06.29.19,"STG2.2|if value==""username"":|username=""user""|authenticate",PROD2.0
VPlan,98,Pass,04.04.19,STG2.2|print(bal)|bal=np.nan|printing,STG2.0
VPlan,103,Fail,07.24.19,STG2.0| if i>5 |i=6 |decision control,DEV2.0
VPlan,105,Fail,09.26.19,DEV2.0|fig.show()|fig=ax.plot(data)|displaying,STG2.0
VPlan,110,Fail,05.17.19,UAT2.0|while i>6|i<5|validation,STG2.0
VPlan,111,Fail,09.08.19,"STG2.0|for i in range(0,bal)|bal=tuple(tran)|looping",STG2.0
VPlan,114,Fail,04.11.19,"STG2.0|for x in range(10,len(dir))|dir=tuple(tran)|looping",DEV2.0
VPlan,116,Fail,09.13.19,STG2.0| if i>5 |i=6 |decision control,STG2.0
VPlan,119,Fail,07.20.19,"STG2.0|for x in range(10,len(dir))|dir=tuple(tran)|looping",DEV2.0
VPlan,122,Fail,04.05.19,"UAT2.0|if name==""input"":|input=""John""|validation",DEV2.0
VPlan,123,Fail,04.04.19,"PROD2.0|plt.show(x,y)|x,y=(tr.address,tr.keys)|visualising",UAT2.0
VPlan,131,Fail,05.27.19,DEV2.0| print(balance)|balance=np.nan| printing,DEV2.0
VPlan,133,Pass,08.01.19,"STG2.2|for i in Age|i={name,age}|looping",STG2.0
VPlan,137,Fail,05.13.19,"DEV2.0|print(""sum is"",a+b)|a=b=nan|retrive data",DEV2.0
VPlan,138,Pass,06.20.19,PROD2.2|for i in n:|i++|looping,DEV2.0
VPlan,144,Fail,06.30.19,"STG2.0|for i in range(0,bal)|bal=tuple(tran)|looping",PROD2.0
VPlan,147,Pass,07.31.19,"DEV2.2|plt.show(a,d)|a,d=(df.keys,df.values)|plotting",PROD2.0
VPlan,148,Fail,05.20.19,UAT2.0|if i<8|i=0|decision control,UAT2.0
VPlan,152,Fail,04.10.19,"PROD2.0|client.post_telemetry(navsat_msg, compass_msg)|client=""solidity_tran.sol""|replacing",DEV2.0
VPlan,153,Fail,05.27.19,"PROD2.0|plt.show(x,y)|x,y=(tr.address,tr.keys)|visualising",PROD2.0
VPlan,154,Pass,04.20.19,"DEV2.2|print(""sum is"",a+b)|a=b=nan|retrive data",UAT2.0
VPlan,155,Pass,09.04.19,"PROD2.2|filename.replace(""_"","""")|filename=""solidity_tranc.sol""|replacing",DEV2.0
VPlan,156,Pass,09.25.19,STG2.2|while var >! 0:  |var=balance|validation,DEV2.0
VPlan,162,Pass,07.14.19,"UAT2.2|if name==""input"":|input=""John""|validation",UAT2.0
VPlan,167,Fail,05.28.19,PROD2.0|print(('python')*a)|a=name.value|retrieve data,DEV2.0
VPlan,168,Fail,05.27.19,STG2.0|print(bal)|bal=np.nan|printing,PROD2.0
VPlan,171,Fail,07.02.19,"PROD2.0|plt.show(x,y)|x,y=(tr.address,tr.keys)|visualising",DEV2.0
VPlan,173,Pass,04.20.19,PROD2.2|for i in n:|i++|looping,STG2.0
VPlan,181,Pass,07.27.19,"UAT2.2|if key==""password"":|password=""admin""|authenticate",STG2.0
VPlan,184,Pass,07.12.19,"DEV2.2|for val in ""str1"": |str=tranc('title')|iteration",STG2.0
VPlan,189,Pass,04.08.19,"PROD2.2|uname=account.get(name)|account.name=""hjkma""|Coloring",DEV2.0
VPlan,193,Fail,07.20.19,"UAT2.0|for y,z in list:|list=(df.weight, df.shape[1])|looping",DEV2.0
ICGS,4,Fail,09.30.19,UAT2.0|if i>z|i=z|decision control,STG2.0
ICGS,6,Pass,09.11.19,"STG2.2|for i in range(0,bal)|bal=tuple(tran)|looping",PROD2.0
ICGS,15,Pass,05.16.19,"DEV2.2|data = pd.read_csv(usecase)|usecase=""file.csv""|reading",STG2.0
ICGS,18,Fail,08.15.19,"PROD2.0|filename.replace(""_"","""")|filename=""solidity_tranc.sol""|replacing",STG2.0
ICGS,22,Fail,04.02.19,"UAT2.0|if name==""input"":|input=""John""|validation",UAT2.0
ICGS,29,Fail,04.30.19,DEV2.0| print(balance)|balance=np.nan| printing,STG2.0
ICGS,30,Fail,06.23.19,"DEV2.0|for val in ""str1"": |str=tranc('title')|iteration",DEV2.0
ICGS,32,Fail,05.24.19,"DEV2.0|print(data.[""Name""])|Name=123456|retrive data",UAT2.0
ICGS,42,Pass,05.16.19,"PROD2.2|plt.show(x,y)|x,y=(tr.address,tr.keys)|visualising",DEV2.0
ICGS,44,Fail,09.04.19,UAT2.0|if i>z|i=z|decision control,PROD2.0
ICGS,49,Fail,06.11.19,"STG2.0|for i in range(0,bal)|bal=tuple(tran)|looping",STG2.0
ICGS,59,Fail,05.17.19,"UAT2.0| a=pd.readcsv(filename)| filename=""testcase.csv""|reading",DEV2.0
ICGS,63,Pass,07.01.19,"DEV2.2|df = df[df['Android'] != np.nan]|Android={version:v,value:2}|renaming",PROD2.0
ICGS,66,Pass,05.18.19,"PROD2.2|data.replace(data.Name, 'NA')|Name=nan|manipulating data",STG2.0
ICGS,67,Pass,08.06.19,DEV2.2| print(balance)|balance=np.nan| printing,STG2.0
ICGS,70,Pass,08.30.19,"UAT2.2|for y,z in list:|list=(df.weight, df.shape[1])|looping",STG2.0
ICGS,71,Fail,07.22.19,"STG2.0|for i,j in range()|j=dict(age)|looping",DEV2.0
ICGS,74,Fail,09.09.19,"DEV2.0|print(data.[""Name""])|Name=123456|retrive data",UAT2.0
ICGS,77,Pass,06.13.19,STG2.2|print(bal)|bal=np.nan|printing,UAT2.0
ICGS,80,Fail,04.04.19,"PROD2.0|data.replace(data.Name, 'NA')|Name=nan|manipulating data",DEV2.0
ICGS,82,Pass,08.08.19,UAT2.2|if i<8|i=0|decision control,STG2.0
ICGS,85,Fail,08.01.19,"DEV2.0|plt.show(a,d)|a,d=(df.keys,df.values)|plotting",UAT2.0
ICGS,86,Pass,05.13.19,"DEV2.2|print(data.[""Name""])|Name=123456|retrive data",UAT2.0
ICGS,88,Pass,04.17.19,"STG2.2|for i,j in range()|j=dict(age)|looping",UAT2.0
ICGS,96,Fail,05.05.19,DEV2.0|print(df)|df=address.dataframe|retrive data,DEV2.0
ICGS,98,Pass,09.26.19,DEV2.2|fig.show()|fig=ax.plot(data)|displaying,STG2.0
ICGS,102,Pass,08.02.19,"STG2.2|for i,j in range()|j=dict(age)|looping",STG2.0
ICGS,103,Pass,05.05.19,"PROD2.2|plt.show(x,y)|x,y=(tr.address,tr.keys)|visualising",UAT2.0
ICGS,104,Pass,05.29.19,"DEV2.2|df = df[df['Android'] != np.nan]|Android={version:v,value:2}|renaming",STG2.0
ICGS,106,Pass,04.30.19,"STG2.2|for x in range(10,len(dir))|dir=tuple(tran)|looping",PROD2.0
ICGS,109,Fail,04.20.19,"STG2.0|for i in range(0,bal)|bal=tuple(tran)|looping",PROD2.0
ICGS,111,Fail,07.18.19,"STG2.0|for i,j in range()|j=dict(age)|looping",DEV2.0
ICGS,112,Fail,07.20.19,DEV2.0| print(balance)|balance=np.nan| printing,DEV2.0
ICGS,114,Fail,07.10.19,"DEV2.0|print(""sum is"",a+b)|a=b=nan|retrive data",UAT2.0
ICGS,118,Fail,06.01.19,"STG2.0|if value==""username"":|username=""user""|authenticate",DEV2.0
ICGS,121,Pass,06.08.19,"PROD2.2|plt.show(x,y)|x,y=(tr.address,tr.keys)|visualising",UAT2.0
ICGS,127,Pass,04.24.19,"PROD2.2|data.replace(data.Name, 'NA')|Name=nan|manipulating data",PROD2.0
ICGS,135,Pass,04.21.19,"STG2.2|for i,j in range()|j=dict(age)|looping",PROD2.0
ICGS,150,Fail,06.30.19,UAT2.0|if i>z|i=z|decision control,DEV2.0
ICGS,152,Pass,09.07.19,"DEV2.2|df = df[df['Android'] != np.nan]|Android={version:v,value:2}|renaming",PROD2.0
ICGS,155,Pass,05.14.19,"PROD2.2|filename.replace(""_"","""")|filename=""solidity_tranc.sol""|replacing",PROD2.0
ICGS,158,Fail,07.06.19,"PROD2.0|uname=account.get(name)|account.name=""hjkma""|Coloring",PROD2.0
ICGS,161,Pass,04.27.19,"UAT2.2|if key==""password"":|password=""admin""|authenticate",DEV2.0
ICGS,169,Fail,05.23.19,"DEV2.0|data = pd.read_csv(usecase)|usecase=""file.csv""|reading",DEV2.0
ICGS,173,Fail,06.11.19,DEV2.0|fig.show()|fig=ax.plot(data)|displaying,DEV2.0
ICGS,174,Pass,08.18.19,"STG2.2|for i in range(0,bal)|bal=tuple(tran)|looping",UAT2.0
ICGS,177,Fail,07.20.19,"PROD2.0|uname=account.get(name)|account.name=""hjkma""|Coloring",STG2.0
ICGS,179,Pass,07.29.19,PROD2.2|for i in n:|i++|looping,UAT2.0
ICGS,180,Fail,08.22.19,"STG2.0|for i,j in range()|j=dict(age)|looping",PROD2.0
ICGS,185,Pass,05.16.19,"PROD2.2|client.post_telemetry(navsat_msg, compass_msg)|client=""solidity_tran.sol""|replacing",PROD2.0
ICGS,186,Pass,08.18.19,UAT2.2|values=list(names)|names=set(names.keys)|retriving,DEV2.0
ICGS,189,Pass,05.06.19,"DEV2.2|print(""sum is"",a+b)|a=b=nan|retrive data",STG2.0
ICGS,190,Pass,09.13.19,"STG2.2|for i in range(0,len(book))|book=list(transactions)|looping",STG2.0
ICGS,192,Fail,07.03.19,"DEV2.0|df.read_csv(""bal.csv"")|bal=nan|Importing file",DEV2.0
ICGS,195,Fail,04.04.19,"DEV2.0|plt.plot(x,y)|x,y =(trans.address,trans.values)|plotting",DEV2.0
ICGS,205,Fail,08.27.19,UAT2.0|if i>z|i=z|decision control,UAT2.0
ICGS,209,Pass,07.07.19,STG2.2|print(bal)|bal=np.nan|printing,PROD2.0
ICGS,210,Pass,04.15.19,STG2.2|while var >! 0:  |var=balance|validation,UAT2.0
ICGS,220,Fail,09.27.19,"STG2.0|for i in range(0,bal)|bal=tuple(tran)|looping",DEV2.0
ICGS,221,Fail,08.23.19,"STG2.0|for i in Age|i={name,age}|looping",DEV2.0
COEP,3,Pass,05.24.19,DEV2.2|print(df)|df=address.dataframe|retrive data,DEV2.0
COEP,4,Fail,07.03.19,STG2.0| if i>5 |i=6 |decision control,PROD2.0
COEP,8,Pass,05.07.19,"PROD2.2|data.replace(data.Name, 'NA')|Name=nan|manipulating data",UAT2.0
COEP,11,Fail,07.30.19,UAT2.0|values=list(names)|names=set(names.keys)|retriving,DEV2.0
COEP,12,Fail,08.08.19,"STG2.0|for i in Age|i={name,age}|looping",PROD2.0
COEP,15,Pass,06.13.19,"DEV2.2| for x,d in tup:| tup=(data.Height, data.shape[0])|looping",DEV2.0
COEP,19,Pass,09.10.19,UAT2.2|if i<8|i=0|decision control,STG2.0
COEP,21,Fail,07.24.19,"UAT2.0|if name==""input"":|input=""John""|validation",STG2.0
COEP,28,Fail,04.01.19,"DEV2.0|print(data.[""Name""])|Name=123456|retrive data",STG2.0
COEP,32,Pass,09.04.19,"PROD2.2|uname=account.get(name)|account.name=""hjkma""|Coloring",STG2.0
COEP,33,Fail,07.03.19,UAT2.0|while i>6|i<5|validation,PROD2.0
COEP,35,Fail,04.19.19,DEV2.0|print(df)|df=address.dataframe|retrive data,DEV2.0
COEP,37,Fail,08.28.19,"UAT2.0| a=pd.readcsv(filename)| filename=""testcase.csv""|reading",PROD2.0
COEP,40,Fail,05.21.19,"PROD2.0|client.post_telemetry(navsat_msg, compass_msg)|client=""solidity_tran.sol""|replacing",DEV2.0
COEP,42,Fail,04.04.19,"STG2.0|for x in range(10,len(dir))|dir=tuple(tran)|looping",UAT2.0
COEP,43,Pass,04.03.19,"STG2.2|if value==""username"":|username=""user""|authenticate",UAT2.0
COEP,45,Fail,05.17.19,UAT2.0|if i>z|i=z|decision control,UAT2.0
COEP,51,Pass,08.17.19,"STG2.2|for i in Age|i={name,age}|looping",STG2.0
COEP,55,Fail,06.27.19,STG2.0|print(bal)|bal=np.nan|printing,PROD2.0
COEP,57,Pass,05.20.19,"DEV2.2|data = pd.read_csv(usecase)|usecase=""file.csv""|reading",STG2.0
COEP,62,Pass,06.17.19,"DEV2.2|plt.show(a,d)|a,d=(df.keys,df.values)|plotting",PROD2.0
COEP,63,Pass,05.11.19,"STG2.2|for i,j in range()|j=dict(age)|looping",STG2.0
COEP,68,Fail,06.15.19,"PROD2.0|filename.replace(""_"","""")|filename=""solidity_tranc.sol""|replacing",DEV2.0
COEP,79,Fail,09.13.19,"UAT2.0|if name==""input"":|input=""John""|validation",DEV2.0
COEP,81,Fail,05.06.19,"DEV2.0|df.read_csv(""bal.csv"")|bal=nan|Importing file",PROD2.0
COEP,86,Fail,07.03.19,"DEV2.0|print(data.[""Name""])|Name=123456|retrive data",PROD2.0
COEP,94,Pass,05.23.19,"DEV2.2|df.read_csv(""bal.csv"")|bal=nan|Importing file",UAT2.0
COEP,95,Pass,04.30.19,UAT2.2|form.submit(name[0])|name=get(name.values)|retriving,UAT2.0
COEP,96,Fail,06.08.19,PROD2.0|Not compatible with framework version|framework version= tensorflow 1.2 |Updating,PROD2.0
COEP,98,Fail,05.01.19,UAT2.0|if i<8|i=0|decision control,DEV2.0
COEP,101,Pass,05.06.19,"STG2.2|for i in range(0,bal)|bal=tuple(tran)|looping",DEV2.0
COEP,103,Fail,09.07.19,"STG2.0|for i in range(0,bal)|bal=tuple(tran)|looping",UAT2.0
COEP,105,Fail,05.28.19,"PROD2.0|plt.show(x,y)|x,y=(tr.address,tr.keys)|visualising",PROD2.0
COEP,111,Pass,07.09.19,STG2.2|while var >! 0:  |var=balance|validation,PROD2.0
COEP,112,Fail,08.07.19,"DEV2.0|data = pd.read_csv(usecase)|usecase=""file.csv""|reading",STG2.0
COEP,113,Fail,07.05.19,"PROD2.0|filename.replace(""_"","""")|filename=""solidity_tranc.sol""|replacing",DEV2.0
COEP,117,Fail,07.25.19,UAT2.0|if i>z|i=z|decision control,UAT2.0
COEP,119,Fail,07.27.19,"DEV2.0|plt.plot(q,r)|q,r =(t.height,t.weight)|plotting",UAT2.0
COEP,124,Fail,07.25.19,DEV2.0|print(df)|df=address.dataframe|retrive data,UAT2.0
COEP,127,Pass,06.06.19,"STG2.2|for i in range(0,len(book))|book=list(transactions)|looping",PROD2.0
COEP,129,Pass,06.25.19,"UAT2.2| a=pd.readcsv(filename)| filename=""testcase.csv""|reading",DEV2.0
COEP,131,Fail,04.26.19,"PROD2.0|uname=account.get(name)|account.name=""hjkma""|Coloring",UAT2.0
COEP,135,Fail,05.27.19,"UAT2.0|add(balance,tranc):|balance=address.getvalue();|updating balance",UAT2.0
COEP,136,Fail,09.15.19,"DEV2.0|for val in ""str1"": |str=tranc('title')|iteration",PROD2.0
COEP,137,Pass,05.02.19,UAT2.2|if i>z|i=z|decision control,STG2.0
COEP,141,Fail,09.28.19,"DEV2.0|df = df[df['Android'] != np.nan]|Android={version:v,value:2}|renaming",PROD2.0
COEP,144,Fail,04.25.19,DEV2.0| print(balance)|balance=np.nan| printing,PROD2.0
COEP,148,Fail,04.01.19,UAT2.0|while i>6|i<5|validation,DEV2.0
COEP,152,Fail,09.01.19,"STG2.0|for i,j in range()|j=dict(age)|looping",STG2.0
COEP,160,Fail,05.24.19,DEV2.0|fig.show()|fig=ax.plot(data)|displaying,DEV2.0
COEP,161,Fail,04.27.19,"DEV2.0| for x,d in tup:| tup=(data.Height, data.shape[0])|looping",STG2.0
COEP,165,Fail,08.11.19,"PROD2.0| pd.DataFrame(data)| data={address:a,value:12000}| initiating data frame",DEV2.0
COEP,172,Fail,04.25.19,PROD2.0|fig.shape()|fig=fg.plot(df)|vizualisation,PROD2.0
COEP,173,Fail,04.05.19,"DEV2.0|print(data.[""Name""])|Name=123456|retrive data",UAT2.0
COEP,174,Fail,09.30.19,"UAT2.0| a=pd.readcsv(filename)| filename=""testcase.csv""|reading",UAT2.0
COEP,179,Pass,08.28.19,"PROD2.2|filename.replace(""_"","""")|filename=""solidity_tranc.sol""|replacing",STG2.0
COEP,180,Pass,06.11.19,"PROD2.2| pd.DataFrame(data)| data={address:a,value:12000}| initiating data frame",UAT2.0
COEP,183,Fail,09.28.19,"STG2.0|for i in range(0,len(book))|book=list(transactions)|looping",DEV2.0
COEP,189,Pass,08.30.19,"UAT2.2|if key==""password"":|password=""admin""|authenticate",DEV2.0
COEP,193,Pass,05.03.19,STG2.2| if i>5 |i=6 |decision control,PROD2.0
COEP,197,Pass,04.16.19,DEV2.2| print(balance)|balance=np.nan| printing,DEV2.0
GFIM,2,Fail,07.06.19,UAT2.0|if i>z|i=z|decision control,DEV2.0
GFIM,5,Pass,05.28.19,STG2.2|while var >! 0:  |var=balance|validation,STG2.0
GFIM,8,Fail,04.08.19,"PROD2.0|plt.show(x,y)|x,y=(tr.address,tr.keys)|visualising",STG2.0
GFIM,11,Pass,07.03.19,UAT2.2|if i<8|i=0|decision control,DEV2.0
GFIM,17,Fail,05.17.19,"PROD2.0| pd.DataFrame(data)| data={address:a,value:12000}| initiating data frame",PROD2.0
GFIM,18,Fail,06.21.19,"DEV2.0|plt.plot(q,r)|q,r =(t.height,t.weight)|plotting",DEV2.0
GFIM,20,Fail,07.04.19,"STG2.0|for i in range(0,bal)|bal=tuple(tran)|looping",DEV2.0
GFIM,22,Pass,08.12.19,"PROD2.2| pd.DataFrame(data)| data={address:a,value:12000}| initiating data frame",STG2.0
GFIM,24,Pass,08.04.19,"DEV2.2|plt.show(a,d)|a,d=(df.keys,df.values)|plotting",UAT2.0
GFIM,25,Fail,05.21.19,UAT2.0|form.submit(name[0])|name=get(name.values)|retriving,STG2.0
GFIM,27,Fail,07.14.19,"PROD2.0|filename.replace(""_"","""")|filename=""solidity_tranc.sol""|replacing",STG2.0
GFIM,31,Fail,08.17.19,"PROD2.0|plt.show(x,y)|x,y=(tr.address,tr.keys)|visualising",PROD2.0
GFIM,37,Fail,06.13.19,"STG2.0|for i in Age|i={name,age}|looping",PROD2.0
GFIM,38,Fail,05.29.19,"DEV2.0|plt.plot(q,r)|q,r =(t.height,t.weight)|plotting",STG2.0
GFIM,41,Pass,08.20.19,UAT2.2|while i>6|i<5|validation,UAT2.0
GFIM,44,Fail,09.25.19,"DEV2.0|plt.plot(x,y)|x,y =(trans.address,trans.values)|plotting",DEV2.0
GFIM,52,Fail,09.03.19,"DEV2.0|plt.plot(x,y)|x,y =(trans.address,trans.values)|plotting",DEV2.0
GFIM,55,Fail,09.21.19,"DEV2.0|data = pd.read_csv(usecase)|usecase=""file.csv""|reading",UAT2.0
GFIM,57,Pass,07.02.19,"PROD2.2|data.replace(data.Name, 'NA')|Name=nan|manipulating data",STG2.0
GFIM,58,Pass,07.30.19,"DEV2.2|plt.plot(x,y)|x,y =(trans.address,trans.values)|plotting",UAT2.0
GFIM,59,Fail,08.27.19,UAT2.0|form.submit(name[0])|name=get(name.values)|retriving,DEV2.0
GFIM,61,Pass,07.20.19,"UAT2.2|if key==""password"":|password=""admin""|authenticate",UAT2.0
GFIM,72,Pass,09.09.19,PROD2.2|print(('python')*a)|a=name.value|retrieve data,STG2.0
